;mess_datum;stations_id;r1;longitude;latitude
78183;2017-06-16 13:00:00;2254;0.0;7.6449;52.2396
78184;2017-06-16 14:00:00;2254;0.0;7.6449;52.2396
78185;2017-06-16 15:00:00;2254;0.0;7.6449;52.2396
78186;2017-06-16 16:00:00;2254;0.0;7.6449;52.2396
78187;2017-06-16 17:00:00;2254;0.0;7.6449;52.2396
78188;2017-06-16 18:00:00;2254;0.0;7.6449;52.2396
78189;2017-06-16 19:00:00;2254;0.0;7.6449;52.2396
78190;2017-06-16 20:00:00;2254;0.0;7.6449;52.2396
78191;2017-06-16 21:00:00;2254;0.0;7.6449;52.2396
78192;2017-06-16 22:00:00;2254;0.0;7.6449;52.2396
78193;2017-06-16 23:00:00;2254;0.0;7.6449;52.2396
78194;2017-06-17 00:00:00;2254;0.0;7.6449;52.2396
78195;2017-06-17 01:00:00;2254;0.0;7.6449;52.2396
78196;2017-06-17 02:00:00;2254;0.0;7.6449;52.2396
78197;2017-06-17 03:00:00;2254;0.0;7.6449;52.2396
78198;2017-06-17 04:00:00;2254;0.0;7.6449;52.2396
78199;2017-06-17 05:00:00;2254;0.0;7.6449;52.2396
78200;2017-06-17 06:00:00;2254;0.0;7.6449;52.2396
78201;2017-06-17 07:00:00;2254;0.0;7.6449;52.2396
78202;2017-06-17 08:00:00;2254;0.0;7.6449;52.2396
78203;2017-06-17 09:00:00;2254;0.0;7.6449;52.2396
78204;2017-06-17 10:00:00;2254;0.0;7.6449;52.2396
78205;2017-06-17 11:00:00;2254;0.0;7.6449;52.2396
78206;2017-06-17 12:00:00;2254;0.0;7.6449;52.2396
78207;2017-06-17 13:00:00;2254;0.0;7.6449;52.2396
78208;2017-06-17 14:00:00;2254;0.0;7.6449;52.2396
78209;2017-06-17 15:00:00;2254;0.0;7.6449;52.2396
78210;2017-06-17 16:00:00;2254;0.0;7.6449;52.2396
78211;2017-06-17 17:00:00;2254;0.0;7.6449;52.2396
78212;2017-06-17 18:00:00;2254;0.0;7.6449;52.2396
78213;2017-06-17 19:00:00;2254;0.0;7.6449;52.2396
78214;2017-06-17 20:00:00;2254;0.0;7.6449;52.2396
78215;2017-06-17 21:00:00;2254;0.0;7.6449;52.2396
78216;2017-06-17 22:00:00;2254;0.0;7.6449;52.2396
78217;2017-06-17 23:00:00;2254;0.0;7.6449;52.2396
